,Fill Factor,Pitch,Duty Cycle,Theta,Lambda,Transmission,Mode
10892,0.44,5e-07,0.72,5,1.49e-06,-4.95e-06,1
11293,0.52,5e-07,0.72,5,1.49e-06,2.95e-05,1
469,0.28,5e-07,0.4,5,1.54e-06,0.000888412,1
7367,0.2,5e-07,0.64,5,1.35e-06,0.000421051,1
25349,0.44,7e-07,0.72,5,1.38e-06,0.000176461,1
4839,0.2,5e-07,0.56,5,1.6e-06,-4.3700000000000005e-05,1
16173,0.52,7e-07,0.4,5,1.34e-06,0.0324387,1
10965,0.44,5e-07,0.72,5,1.35e-06,0.000379548,1
7336,0.2,5e-07,0.64,5,1.4e-06,0.00017628099999999997,1
91,0.2,5e-07,0.4,5,1.49e-06,0.00036992800000000005,1
25282,0.44,7e-07,0.72,5,1.51e-06,0.00887634,1
23339,0.52,7e-07,0.64,5,1.4e-06,0.0299906,1
24921,0.36,7e-07,0.72,5,1.43e-06,0.1416,1
5259,0.28,5e-07,0.56,5,1.56e-06,0.000568369,1
8896,0.52,5e-07,0.64,5,1.48e-06,6.61e-06,1
513,0.28,5e-07,0.4,5,1.45e-06,0.00021178,1
8014,0.36,5e-07,0.64,5,1.66e-06,8.2e-05,1
9296,0.6,5e-07,0.64,5,1.48e-06,5.2300000000000004e-05,1
23250,0.52,7e-07,0.64,5,1.58e-06,0.000630963,1
5371,0.28,5e-07,0.56,5,1.34e-06,0.00041113099999999996,1
20501,0.44,7e-07,0.56,5,1.47e-06,0.0030307,1
19375,0.2,7e-07,0.56,5,1.34e-06,0.0304164,1
13604,0.52,5e-07,0.8,5,1.69e-06,-7.72e-05,1
11759,0.6,5e-07,0.72,5,1.36e-06,0.0005815190000000001,1
14141,0.6,5e-07,0.8,5,1.4e-06,0.00326664,1
8567,0.44,5e-07,0.64,5,1.35e-06,0.0005622569999999999,1
14130,0.6,5e-07,0.8,5,1.42e-06,0.0008234789999999999,1
3254,0.36,5e-07,0.48,5,1.57e-06,0.000697821,1
10961,0.44,5e-07,0.72,5,1.36e-06,0.000383427,1
24555,0.28,7e-07,0.72,5,1.37e-06,0.00222084,1
7626,0.28,5e-07,0.64,5,1.63e-06,-6.0299999999999995e-05,1
12955,0.36,5e-07,0.8,5,1.37e-06,0.000769787,1
5735,0.36,5e-07,0.56,5,1.41e-06,0.000268633,1
85,0.2,5e-07,0.4,5,1.5e-06,0.0007510360000000001,1
12025,0.2,5e-07,0.8,5,1.64e-06,0.000302917,1
2113,0.6,5e-07,0.4,5,1.45e-06,8.609999999999999e-05,1
2534,0.2,5e-07,0.48,5,1.41e-06,0.000297448,1
6166,0.44,5e-07,0.56,5,1.35e-06,0.00011076,1
17290,0.28,7e-07,0.48,5,1.49e-06,0.000506549,1
8509,0.44,5e-07,0.64,5,1.45e-06,5.5100000000000004e-05,1
13221,0.44,5e-07,0.8,5,1.65e-06,0.000128308,1
19690,0.28,7e-07,0.56,5,1.49e-06,0.00030912400000000003,1
3242,0.36,5e-07,0.48,5,1.6e-06,5.539999999999999e-05,1
15370,0.36,7e-07,0.4,5,1.35e-06,0.33251,1
2191,0.6,5e-07,0.4,5,1.31e-06,0.000878022,1
18125,0.44,7e-07,0.48,5,1.42e-06,0.027499400000000004,1
19761,0.28,7e-07,0.56,5,1.36e-06,0.039047399999999996,1
1377,0.44,5e-07,0.4,5,1.33e-06,0.000984918,1
16937,0.2,7e-07,0.48,5,1.4e-06,0.00561267,1
18894,0.6,7e-07,0.48,5,1.48e-06,0.00011883,1
4945,0.2,5e-07,0.56,5,1.39e-06,0.000350234,1
8492,0.44,5e-07,0.64,5,1.49e-06,0.000268295,1
9622,0.2,5e-07,0.72,5,1.64e-06,-5.539999999999999e-05,1
5258,0.28,5e-07,0.56,5,1.56e-06,0.000632781,1
20084,0.36,7e-07,0.56,5,1.5e-06,0.000197177,1
6480,0.52,5e-07,0.56,5,1.51e-06,-2.08e-05,1
18479,0.52,7e-07,0.48,5,1.51e-06,0.000252989,1
22140,0.28,7e-07,0.64,5,1.4e-06,0.056834699999999995,1
20106,0.36,7e-07,0.56,5,1.46e-06,0.00287304,1
8095,0.36,5e-07,0.64,5,1.48e-06,0.000256638,1
24825,0.36,7e-07,0.72,5,1.64e-06,0.000308116,1
4925,0.2,5e-07,0.56,5,1.42e-06,0.000140917,1
7391,0.2,5e-07,0.64,5,1.31e-06,0.000636127,1
17349,0.28,7e-07,0.48,5,1.38e-06,0.150187,1
2881,0.28,5e-07,0.48,5,1.51e-06,-2.33e-05,1
22098,0.28,7e-07,0.64,5,1.48e-06,0.00367507,1
10412,0.36,5e-07,0.72,5,1.67e-06,-1.85e-05,1
21205,0.6,7e-07,0.56,5,1.69e-06,-3.71e-05,1
23260,0.52,7e-07,0.64,5,1.56e-06,3.5e-06,1
15772,0.44,7e-07,0.4,5,1.34e-06,0.26348299999999997,1
7267,0.2,5e-07,0.64,5,1.54e-06,0.00024817400000000004,1
21761,0.2,7e-07,0.64,5,1.36e-06,0.0289418,1
14555,0.2,7e-07,0.4,5,1.37e-06,0.00270098,1
10145,0.28,5e-07,0.72,5,1.39e-06,0.00035210199999999997,1
2001,0.6,5e-07,0.4,5,1.7e-06,-5.19e-05,1
24057,0.2,7e-07,0.72,5,1.56e-06,0.0005406990000000001,1
17375,0.28,7e-07,0.48,5,1.34e-06,0.0706291,1
12084,0.2,5e-07,0.8,5,1.5e-06,0.000133116,1
6473,0.52,5e-07,0.56,5,1.53e-06,0.000266365,1
19783,0.28,7e-07,0.56,5,1.33e-06,0.0339988,1
21663,0.2,7e-07,0.64,5,1.55e-06,0.000671266,1
24596,0.28,7e-07,0.72,5,1.3e-06,0.000295244,1
16912,0.2,7e-07,0.48,5,1.45e-06,0.00033085300000000004,1
19616,0.28,7e-07,0.56,5,1.66e-06,0.000181293,1
23636,0.6,7e-07,0.64,5,1.61e-06,-4.6500000000000005e-05,1
5362,0.28,5e-07,0.56,5,1.36e-06,0.00020596599999999997,1
2107,0.6,5e-07,0.4,5,1.46e-06,0.000248052,1
16584,0.6,7e-07,0.4,5,1.32e-06,0.00454737,1
12976,0.36,5e-07,0.8,5,1.34e-06,0.000114431,1
5698,0.36,5e-07,0.56,5,1.48e-06,3.59e-05,1
16171,0.52,7e-07,0.4,5,1.34e-06,0.050134500000000005,1
7255,0.2,5e-07,0.64,5,1.57e-06,0.000250872,1
14952,0.28,7e-07,0.4,5,1.38e-06,0.015354900000000001,1
12461,0.28,5e-07,0.8,5,1.55e-06,0.00021496200000000002,1
20075,0.36,7e-07,0.56,5,1.52e-06,0.00023841400000000002,1
14058,0.6,5e-07,0.8,5,1.56e-06,0.00136685,1
14096,0.6,5e-07,0.8,5,1.48e-06,0.0011148,1
18198,0.44,7e-07,0.48,5,1.3e-06,0.00238441,1
23685,0.6,7e-07,0.64,5,1.5e-06,0.014981399999999999,1
22534,0.36,7e-07,0.64,5,1.41e-06,0.08763510000000001,1
5734,0.36,5e-07,0.56,5,1.41e-06,0.000245475,1
6818,0.6,5e-07,0.56,5,1.65e-06,-3.5799999999999996e-05,1
14164,0.6,5e-07,0.8,5,1.36e-06,0.00270107,1
4470,0.6,5e-07,0.48,5,1.53e-06,0.000580417,1
160,0.2,5e-07,0.4,5,1.36e-06,0.0008671,1
20189,0.36,7e-07,0.56,5,1.32e-06,0.00390806,1
7759,0.28,5e-07,0.64,5,1.36e-06,0.000350659,1
13374,0.44,5e-07,0.8,5,1.34e-06,0.000197475,1
8876,0.52,5e-07,0.64,5,1.52e-06,0.000135053,1
13339,0.44,5e-07,0.8,5,1.4e-06,0.00035943199999999997,1
13799,0.52,5e-07,0.8,5,1.3e-06,0.000461899,1
8906,0.52,5e-07,0.64,5,1.46e-06,7.5e-05,1
18987,0.6,7e-07,0.48,5,1.32e-06,0.00261175,1
78,0.2,5e-07,0.4,5,1.52e-06,0.000767855,1
838,0.36,5e-07,0.4,5,1.61e-06,9.790000000000001e-05,1
24036,0.2,7e-07,0.72,5,1.61e-06,0.000502959,1
21336,0.6,7e-07,0.56,5,1.4e-06,0.0317474,1
9267,0.6,5e-07,0.64,5,1.54e-06,0.00015228,1
16015,0.52,7e-07,0.4,5,1.66e-06,1.84e-05,1
11669,0.6,5e-07,0.72,5,1.54e-06,0.000519964,1
8103,0.36,5e-07,0.64,5,1.47e-06,5.2300000000000004e-05,1
15697,0.44,7e-07,0.4,5,1.48e-06,0.000265958,1
10544,0.36,5e-07,0.72,5,1.39e-06,0.000214365,1
18196,0.44,7e-07,0.48,5,1.3e-06,0.00124664,1
24019,0.2,7e-07,0.72,5,1.65e-06,-3.6099999999999997e-05,1
9714,0.2,5e-07,0.72,5,1.45e-06,6.13e-05,1
7210,0.2,5e-07,0.64,5,1.67e-06,5.21e-05,1
5395,0.28,5e-07,0.56,5,1.31e-06,0.000518835,1
22995,0.44,7e-07,0.64,5,1.31e-06,0.000144726,1
4186,0.52,5e-07,0.48,5,1.32e-06,0.000672,1
10108,0.28,5e-07,0.72,5,1.46e-06,3.11e-05,1
19658,0.28,7e-07,0.56,5,1.56e-06,0.000247229,1
14848,0.28,7e-07,0.4,5,1.58e-06,0.000263891,1
13710,0.52,5e-07,0.8,5,1.45e-06,3.8799999999999994e-05,1
15797,0.44,7e-07,0.4,5,1.3e-06,0.020119799999999997,1
4102,0.52,5e-07,0.48,5,1.47e-06,0.000302897,1
16403,0.6,7e-07,0.4,5,1.69e-06,-8.85e-05,1
10053,0.28,5e-07,0.72,5,1.57e-06,0.000443816,1
7232,0.2,5e-07,0.64,5,1.62e-06,1.64e-05,1
17603,0.36,7e-07,0.48,5,1.69e-06,-8.32e-05,1
15315,0.36,7e-07,0.4,5,1.44e-06,0.00033456800000000004,1
12903,0.36,5e-07,0.8,5,1.47e-06,-1.29e-05,1
19755,0.28,7e-07,0.56,5,1.37e-06,0.047865,1
7778,0.28,5e-07,0.64,5,1.33e-06,0.000633716,1
3234,0.36,5e-07,0.48,5,1.62e-06,6.57e-05,1
5738,0.36,5e-07,0.56,5,1.4e-06,0.00031555900000000003,1
19301,0.2,7e-07,0.56,5,1.47e-06,0.000936403,1
7351,0.2,5e-07,0.64,5,1.38e-06,0.00018051599999999998,1
9630,0.2,5e-07,0.72,5,1.62e-06,0.00015667,1
5243,0.28,5e-07,0.56,5,1.59e-06,0.00026094,1
19776,0.28,7e-07,0.56,5,1.34e-06,0.0349417,1
6105,0.44,5e-07,0.56,5,1.46e-06,0.000216071,1
11638,0.6,5e-07,0.72,5,1.61e-06,0.00011045799999999999,1
10425,0.36,5e-07,0.72,5,1.64e-06,0.00024488200000000003,1
3742,0.44,5e-07,0.48,5,1.39e-06,0.00045996300000000003,1
25387,0.44,7e-07,0.72,5,1.32e-06,0.00023953400000000001,1
24173,0.2,7e-07,0.72,5,1.34e-06,0.0004948519999999999,1
11728,0.6,5e-07,0.72,5,1.42e-06,7.57e-05,1
20489,0.44,7e-07,0.56,5,1.49e-06,0.00130798,1
10154,0.28,5e-07,0.72,5,1.37e-06,0.00044630900000000004,1
10505,0.36,5e-07,0.72,5,1.46e-06,0.00010750700000000001,1
20848,0.52,7e-07,0.56,5,1.58e-06,-1.28e-05,1
10539,0.36,5e-07,0.72,5,1.4e-06,0.000223773,1
8448,0.44,5e-07,0.64,5,1.58e-06,-3.5600000000000005e-05,1
14585,0.2,7e-07,0.4,5,1.32e-06,0.194943,1
21724,0.2,7e-07,0.64,5,1.43e-06,0.08936720000000001,1
7356,0.2,5e-07,0.64,5,1.37e-06,0.000371471,1
25354,0.44,7e-07,0.72,5,1.37e-06,0.00051777,1
6472,0.52,5e-07,0.56,5,1.53e-06,0.000314547,1
19631,0.28,7e-07,0.56,5,1.62e-06,1.0699999999999999e-07,1
9725,0.2,5e-07,0.72,5,1.42e-06,9.02e-05,1
470,0.28,5e-07,0.4,5,1.53e-06,0.0009417210000000001,1
13750,0.52,5e-07,0.8,5,1.38e-06,0.000803543,1
2423,0.2,5e-07,0.48,5,1.64e-06,0.000211481,1
9794,0.2,5e-07,0.72,5,1.31e-06,0.00034402300000000005,1
18504,0.52,7e-07,0.48,5,1.46e-06,0.00043839,1
17645,0.36,7e-07,0.48,5,1.59e-06,0.000212747,1
11764,0.6,5e-07,0.72,5,1.36e-06,0.0008390439999999999,1
12110,0.2,5e-07,0.8,5,1.45e-06,-1.04e-05,1
12973,0.36,5e-07,0.8,5,1.34e-06,0.00027108599999999997,1
2098,0.6,5e-07,0.4,5,1.48e-06,0.000258551,1
24025,0.2,7e-07,0.72,5,1.64e-06,0.00021176400000000003,1
24897,0.36,7e-07,0.72,5,1.48e-06,0.0554076,1
14599,0.2,7e-07,0.4,5,1.3e-06,0.18524100000000002,1
24473,0.28,7e-07,0.72,5,1.53e-06,0.00132179,1
1799,0.52,5e-07,0.4,5,1.3e-06,0.000645586,1
14421,0.2,7e-07,0.4,5,1.65e-06,-2.9600000000000005e-05,1
18804,0.6,7e-07,0.48,5,1.69e-06,-2.18e-05,1
6079,0.44,5e-07,0.56,5,1.51e-06,0.000246668,1
406,0.28,5e-07,0.4,5,1.68e-06,7.55e-05,1
7798,0.28,5e-07,0.64,5,1.3e-06,0.000392195,1
3783,0.44,5e-07,0.48,5,1.33e-06,0.000387792,1
19297,0.2,7e-07,0.56,5,1.48e-06,0.00055267,1
8050,0.36,5e-07,0.64,5,1.58e-06,4.29e-06,1
19602,0.28,7e-07,0.56,5,1.69e-06,-8.58e-05,1
8096,0.36,5e-07,0.64,5,1.48e-06,0.00023579099999999998,1
6072,0.44,5e-07,0.56,5,1.53e-06,0.00041049099999999997,1
22457,0.36,7e-07,0.64,5,1.56e-06,0.0007495360000000001,1
13355,0.44,5e-07,0.8,5,1.37e-06,0.00048747,1
18425,0.52,7e-07,0.48,5,1.64e-06,-3.5600000000000005e-05,1
13754,0.52,5e-07,0.8,5,1.37e-06,0.000923393,1
9655,0.2,5e-07,0.72,5,1.57e-06,0.00014013,1
16540,0.6,7e-07,0.4,5,1.4e-06,0.023356099999999998,1
10403,0.36,5e-07,0.72,5,1.69e-06,2.49e-05,1
1622,0.52,5e-07,0.4,5,1.64e-06,4.7799999999999996e-05,1
14110,0.6,5e-07,0.8,5,1.45e-06,0.00054975,1
16815,0.2,7e-07,0.48,5,1.66e-06,-5.0600000000000003e-05,1
13265,0.44,5e-07,0.8,5,1.54e-06,0.0009518539999999999,1
9647,0.2,5e-07,0.72,5,1.58e-06,-1.21e-05,1
2476,0.2,5e-07,0.48,5,1.52e-06,0.000676062,1
812,0.36,5e-07,0.4,5,1.67e-06,-8.49e-07,1
17606,0.36,7e-07,0.48,5,1.68e-06,-7.85e-05,1
12993,0.36,5e-07,0.8,5,1.31e-06,0.000297642,1
1659,0.52,5e-07,0.4,5,1.56e-06,0.00050497,1
23740,0.6,7e-07,0.64,5,1.4e-06,0.012727200000000001,1
16988,0.2,7e-07,0.48,5,1.32e-06,0.048720599999999996,1
9272,0.6,5e-07,0.64,5,1.53e-06,0.000602786,1
3625,0.44,5e-07,0.48,5,1.64e-06,1.99e-05,1
16467,0.6,7e-07,0.4,5,1.54e-06,0.00042365400000000003,1
22144,0.28,7e-07,0.64,5,1.39e-06,0.0440364,1
18400,0.52,7e-07,0.48,5,1.7e-06,-9.54e-05,1
9335,0.6,5e-07,0.64,5,1.41e-06,0.000210588,1
18889,0.6,7e-07,0.48,5,1.49e-06,0.000546961,1
16417,0.6,7e-07,0.4,5,1.66e-06,1.84e-05,1
6146,0.44,5e-07,0.56,5,1.39e-06,4e-05,1
19272,0.2,7e-07,0.56,5,1.53e-06,0.00033601199999999995,1
25291,0.44,7e-07,0.72,5,1.49e-06,0.047073800000000006,1
15385,0.36,7e-07,0.4,5,1.32e-06,0.238206,1
15715,0.44,7e-07,0.4,5,1.44e-06,0.000416143,1
3387,0.36,5e-07,0.48,5,1.32e-06,0.0005212740000000001,1
16476,0.6,7e-07,0.4,5,1.52e-06,0.000678734,1
18185,0.44,7e-07,0.48,5,1.32e-06,0.026239699999999998,1
7624,0.28,5e-07,0.64,5,1.64e-06,-2.05e-05,1
884,0.36,5e-07,0.4,5,1.5e-06,-8.02e-06,1
23734,0.6,7e-07,0.64,5,1.41e-06,0.022599099999999997,1
16440,0.6,7e-07,0.4,5,1.6e-06,0.000334845,1
14091,0.6,5e-07,0.8,5,1.49e-06,0.00160327,1
6446,0.52,5e-07,0.56,5,1.59e-06,0.000305994,1
15249,0.36,7e-07,0.4,5,1.58e-06,-2.4100000000000003e-05,1
3698,0.44,5e-07,0.48,5,1.48e-06,-4.94e-06,1
8892,0.52,5e-07,0.64,5,1.49e-06,0.000128375,1
13669,0.52,5e-07,0.8,5,1.54e-06,0.000274893,1
12979,0.36,5e-07,0.8,5,1.33e-06,0.000154624,1
2573,0.2,5e-07,0.48,5,1.34e-06,0.0006867389999999999,1
5779,0.36,5e-07,0.56,5,1.33e-06,0.000323064,1
17365,0.28,7e-07,0.48,5,1.35e-06,0.10504000000000001,1
16883,0.2,7e-07,0.48,5,1.51e-06,7.54e-05,1
22828,0.44,7e-07,0.64,5,1.63e-06,0.00033613699999999997,1
2591,0.2,5e-07,0.48,5,1.31e-06,0.00030366599999999996,1
955,0.36,5e-07,0.4,5,1.37e-06,3.63e-05,1
16508,0.6,7e-07,0.4,5,1.46e-06,0.000859093,1
15671,0.44,7e-07,0.4,5,1.53e-06,0.000261706,1
9768,0.2,5e-07,0.72,5,1.35e-06,0.000656346,1
14162,0.6,5e-07,0.8,5,1.36e-06,0.00368206,1
8803,0.52,5e-07,0.64,5,1.69e-06,0.000104915,1
5793,0.36,5e-07,0.56,5,1.31e-06,0.000760707,1
4511,0.6,5e-07,0.48,5,1.45e-06,-1.29e-06,1
2867,0.28,5e-07,0.48,5,1.54e-06,0.0007805430000000001,1
15352,0.36,7e-07,0.4,5,1.38e-06,0.07241639999999999,1
13793,0.52,5e-07,0.8,5,1.31e-06,0.00036653900000000004,1
7254,0.2,5e-07,0.64,5,1.57e-06,0.000328651,1
12488,0.28,5e-07,0.8,5,1.5e-06,2.52e-05,1
434,0.28,5e-07,0.4,5,1.62e-06,0.000256212,1
8590,0.44,5e-07,0.64,5,1.31e-06,0.000553829,1
6959,0.6,5e-07,0.56,5,1.36e-06,0.000609631,1
14479,0.2,7e-07,0.4,5,1.51e-06,0.00105655,1
4114,0.52,5e-07,0.48,5,1.45e-06,6.29e-05,1
20174,0.36,7e-07,0.56,5,1.34e-06,0.033522199999999995,1
12063,0.2,5e-07,0.8,5,1.55e-06,0.000133743,1
14078,0.6,5e-07,0.8,5,1.52e-06,0.0005092440000000001,1
24850,0.36,7e-07,0.72,5,1.58e-06,0.0006418880000000001,1
20883,0.52,7e-07,0.56,5,1.51e-06,0.00145592,1
4891,0.2,5e-07,0.56,5,1.49e-06,0.000370062,1
24811,0.36,7e-07,0.72,5,1.67e-06,-6.78e-05,1
3685,0.44,5e-07,0.48,5,1.5e-06,0.000692259,1
25245,0.44,7e-07,0.72,5,1.59e-06,0.000649627,1
20425,0.44,7e-07,0.56,5,1.64e-06,-5.65e-05,1
19793,0.28,7e-07,0.56,5,1.31e-06,0.0177205,1
7740,0.28,5e-07,0.64,5,1.4e-06,2.8600000000000004e-05,1
21355,0.6,7e-07,0.56,5,1.37e-06,0.010643799999999998,1
10092,0.28,5e-07,0.72,5,1.49e-06,7.219999999999999e-05,1
16885,0.2,7e-07,0.48,5,1.5e-06,0.000182016,1
20182,0.36,7e-07,0.56,5,1.33e-06,0.0254741,1
15347,0.36,7e-07,0.4,5,1.39e-06,0.0256126,1
12508,0.28,5e-07,0.8,5,1.46e-06,-1.15e-05,1
24135,0.2,7e-07,0.72,5,1.41e-06,0.055168299999999997,1
11262,0.52,5e-07,0.72,5,1.55e-06,4.72e-05,1
21633,0.2,7e-07,0.64,5,1.62e-06,0.000187138,1
8506,0.44,5e-07,0.64,5,1.46e-06,1.89e-05,1
16083,0.52,7e-07,0.4,5,1.51e-06,0.00034885,1
22048,0.28,7e-07,0.64,5,1.58e-06,0.000111502,1
24843,0.36,7e-07,0.72,5,1.59e-06,0.000245541,1
11344,0.52,5e-07,0.72,5,1.39e-06,0.00032184,1
23712,0.6,7e-07,0.64,5,1.45e-06,0.19471,1
8979,0.52,5e-07,0.64,5,1.33e-06,0.0009972660000000001,1
6947,0.6,5e-07,0.56,5,1.39e-06,8.77e-05,1
2449,0.2,5e-07,0.48,5,1.58e-06,-1.28e-05,1
14075,0.6,5e-07,0.8,5,1.52e-06,0.000112845,1
4974,0.2,5e-07,0.56,5,1.34e-06,0.000373283,1
9755,0.2,5e-07,0.72,5,1.37e-06,0.00035552699999999996,1
21318,0.6,7e-07,0.56,5,1.44e-06,0.177803,1
190,0.2,5e-07,0.4,5,1.31e-06,0.00043732199999999997,1
5298,0.28,5e-07,0.56,5,1.48e-06,-6.78e-06,1
18555,0.52,7e-07,0.48,5,1.37e-06,0.0597298,1
22087,0.28,7e-07,0.64,5,1.5e-06,0.00137273,1
13255,0.44,5e-07,0.8,5,1.57e-06,0.000175378,1
13208,0.44,5e-07,0.8,5,1.68e-06,-7.49e-05,1
9682,0.2,5e-07,0.72,5,1.51e-06,0.000293135,1
14803,0.28,7e-07,0.4,5,1.69e-06,1.34e-05,1
24438,0.28,7e-07,0.72,5,1.61e-06,6.850000000000001e-05,1
801,0.36,5e-07,0.4,5,1.7e-06,2.4e-05,1
10851,0.44,5e-07,0.72,5,1.58e-06,0.0005205419999999999,1
22824,0.44,7e-07,0.64,5,1.64e-06,0.00010714200000000001,1
16920,0.2,7e-07,0.48,5,1.43e-06,0.000825927,1
22100,0.28,7e-07,0.64,5,1.47e-06,0.00495252,1
12101,0.2,5e-07,0.8,5,1.47e-06,0.000118609,1
24883,0.36,7e-07,0.72,5,1.51e-06,0.00487733,1
22040,0.28,7e-07,0.64,5,1.6e-06,0.00083057,1
13788,0.52,5e-07,0.8,5,1.32e-06,0.000257783,1
25293,0.44,7e-07,0.72,5,1.49e-06,0.0622526,1
10913,0.44,5e-07,0.72,5,1.45e-06,3.04e-05,1
6878,0.6,5e-07,0.56,5,1.52e-06,4.68e-05,1
25363,0.44,7e-07,0.72,5,1.36e-06,0.000301543,1
15280,0.36,7e-07,0.4,5,1.51e-06,0.00010974,1
24030,0.2,7e-07,0.72,5,1.62e-06,0.000530471,1
10185,0.28,5e-07,0.72,5,1.32e-06,0.000581892,1
10417,0.36,5e-07,0.72,5,1.66e-06,-2.13e-05,1
3367,0.36,5e-07,0.48,5,1.35e-06,0.00013872100000000002,1
22570,0.36,7e-07,0.64,5,1.35e-06,0.00277271,1
19378,0.2,7e-07,0.56,5,1.33e-06,0.030476,1
22501,0.36,7e-07,0.64,5,1.47e-06,0.014024799999999999,1
14880,0.28,7e-07,0.4,5,1.51e-06,0.000645111,1
20051,0.36,7e-07,0.56,5,1.58e-06,0.000688397,1
2096,0.6,5e-07,0.4,5,1.48e-06,0.00020066,1
6119,0.44,5e-07,0.56,5,1.44e-06,1.7899999999999998e-05,1
188,0.2,5e-07,0.4,5,1.32e-06,0.000464141,1
5648,0.36,5e-07,0.56,5,1.58e-06,0.00078118,1
19673,0.28,7e-07,0.56,5,1.53e-06,0.000613219,1
14584,0.2,7e-07,0.4,5,1.32e-06,0.193118,1
12094,0.2,5e-07,0.8,5,1.48e-06,0.000111587,1
7363,0.2,5e-07,0.64,5,1.36e-06,0.00040689800000000005,1
6907,0.6,5e-07,0.56,5,1.46e-06,7.36e-05,1
501,0.28,5e-07,0.4,5,1.47e-06,0.00015129,1
22517,0.36,7e-07,0.64,5,1.44e-06,0.115059,1
2018,0.6,5e-07,0.4,5,1.65e-06,-2.61e-05,1
6935,0.6,5e-07,0.56,5,1.41e-06,0.000159706,1
16911,0.2,7e-07,0.48,5,1.45e-06,0.000261331,1
8579,0.44,5e-07,0.64,5,1.33e-06,0.00047145199999999997,1
21386,0.6,7e-07,0.56,5,1.32e-06,0.000498074,1
18929,0.6,7e-07,0.48,5,1.42e-06,0.157165,1
16868,0.2,7e-07,0.48,5,1.54e-06,0.00132538,1
16048,0.52,7e-07,0.4,5,1.58e-06,0.000608456,1
2187,0.6,5e-07,0.4,5,1.32e-06,0.000543316,1
22579,0.36,7e-07,0.64,5,1.33e-06,0.000343761,1
20975,0.52,7e-07,0.56,5,1.34e-06,0.00262211,1
16406,0.6,7e-07,0.4,5,1.68e-06,-7.06e-05,1
9639,0.2,5e-07,0.72,5,1.6e-06,0.000304537,1
12029,0.2,5e-07,0.8,5,1.63e-06,0.000273821,1
5765,0.36,5e-07,0.56,5,1.35e-06,0.00038679199999999995,1
19356,0.2,7e-07,0.56,5,1.37e-06,0.0408439,1
22895,0.44,7e-07,0.64,5,1.48e-06,0.0130295,1
9780,0.2,5e-07,0.72,5,1.33e-06,0.00063283,1
2525,0.2,5e-07,0.48,5,1.42e-06,9e-05,1
5281,0.28,5e-07,0.56,5,1.51e-06,0.000486825,1
6057,0.44,5e-07,0.56,5,1.56e-06,5.1e-05,1
12499,0.28,5e-07,0.8,5,1.47e-06,8.62e-05,1
19345,0.2,7e-07,0.56,5,1.39e-06,0.0791488,1
21677,0.2,7e-07,0.64,5,1.52e-06,0.000120086,1
2831,0.28,5e-07,0.48,5,1.62e-06,0.00012126799999999999,1
6506,0.52,5e-07,0.56,5,1.46e-06,-2.34e-06,1
4436,0.6,5e-07,0.48,5,1.61e-06,0.000388601,1
947,0.36,5e-07,0.4,5,1.39e-06,0.000221893,1
8185,0.36,5e-07,0.64,5,1.32e-06,0.000747352,1
24852,0.36,7e-07,0.72,5,1.57e-06,0.000490642,1
9231,0.6,5e-07,0.64,5,1.62e-06,0.00016505599999999999,1
8039,0.36,5e-07,0.64,5,1.6e-06,0.000462296,1
5245,0.28,5e-07,0.56,5,1.59e-06,0.000412566,1
7300,0.2,5e-07,0.64,5,1.47e-06,0.00026534299999999997,1
9358,0.6,5e-07,0.64,5,1.37e-06,0.000515809,1
14030,0.6,5e-07,0.8,5,1.62e-06,-1.31e-05,1
7364,0.2,5e-07,0.64,5,1.36e-06,0.000404116,1
10066,0.28,5e-07,0.72,5,1.54e-06,0.000490656,1
6547,0.52,5e-07,0.56,5,1.39e-06,0.000294312,1
12419,0.28,5e-07,0.8,5,1.65e-06,0.000146289,1
3796,0.44,5e-07,0.48,5,1.3e-06,0.000731463,1
10180,0.28,5e-07,0.72,5,1.33e-06,0.000624433,1
11285,0.52,5e-07,0.72,5,1.5e-06,5.93e-05,1
2802,0.28,5e-07,0.48,5,1.69e-06,-8.31e-07,1
20097,0.36,7e-07,0.56,5,1.48e-06,0.00138769,1
15380,0.36,7e-07,0.4,5,1.33e-06,0.294589,1
8923,0.52,5e-07,0.64,5,1.43e-06,6.1e-05,1
912,0.36,5e-07,0.4,5,1.45e-06,5.8299999999999994e-05,1
4830,0.2,5e-07,0.56,5,1.62e-06,0.000115486,1
12510,0.28,5e-07,0.8,5,1.45e-06,-1.78e-06,1
22806,0.44,7e-07,0.64,5,1.68e-06,3.19e-05,1
20955,0.52,7e-07,0.56,5,1.37e-06,0.024584799999999997,1
24027,0.2,7e-07,0.72,5,1.63e-06,0.00033904599999999997,1
20866,0.52,7e-07,0.56,5,1.54e-06,0.000249356,1
164,0.2,5e-07,0.4,5,1.36e-06,0.000637862,1
13774,0.52,5e-07,0.8,5,1.34e-06,0.000319575,1
18993,0.6,7e-07,0.48,5,1.31e-06,0.0042518,1
23786,0.6,7e-07,0.64,5,1.32e-06,0.00020396599999999998,1
7280,0.2,5e-07,0.64,5,1.51e-06,0.00041521099999999997,1
11307,0.52,5e-07,0.72,5,1.46e-06,-1.1900000000000001e-05,1
6550,0.52,5e-07,0.56,5,1.38e-06,0.00031222,1
20859,0.52,7e-07,0.56,5,1.56e-06,0.0007733560000000001,1
